userName,score,at,content
Pengguna Google,5,2026-05-17 08:00:22,"Aku kalo dengerin musik di Spotify selalu suka berasa hidup di dalem lagu, bisa sekalian belajar arti dari lirik lirik Lagu itu sendiri, dan bernyanyi ria dengan panduan lirik yang indah, Spotify selalu menyediakan aku tempat untuk mendengarkan karya dunia, tak hanya lagu top trending dunia, tapi juga podcast-podcast menarik. Bisa dengerin lagu lagu k-pop dan acara acara yang di selenggarakan sangat menarik. Gak nyesel deh download Spotify, kualitas lagunya top banget deh keren mantap abis."
Pengguna Google,5,2026-05-17 07:57:08,keren semua lagu ada
Pengguna Google,5,2026-05-17 07:54:40,LOVE ITTT
Pengguna Google,1,2026-05-17 07:54:21,"banyak banget iklannya, bisa 4 sampai 5 kali padahal cuma dengerin 1 lagu, panjangan iklannya inimah"
Pengguna Google,5,2026-05-17 07:54:06,lengkap koleksi lagu lagunya
Pengguna Google,5,2026-05-17 07:41:19,lagu bagus
Pengguna Google,1,2026-05-17 07:41:17,aplikasi jionis kikir cokkkk
Pengguna Google,5,2026-05-17 07:39:56,aku biasanya sleep call sama dia pas udah asing aku cuma bisa sembuhin lewat lagu
Pengguna Google,5,2026-05-17 07:31:38,"bagus banget, cuma bnyk iklan slbhnya ok"
Pengguna Google,1,2026-05-17 07:28:37,bintang 1
Pengguna Google,5,2026-05-17 07:27:08,enak nyaman
Pengguna Google,4,2026-05-17 07:23:32,Bagus sihh apknya selalu denger lagu di Spotify kurangnya di Spotify lagunya gak lengkap buy it's ok
Pengguna Google,5,2026-05-17 07:09:45,bagus lagu nyah jadi buat kerja jadi seru
Pengguna Google,1,2026-05-17 07:09:40,apk kikir
Pengguna Google,5,2026-05-17 07:06:35,pokok nya the bast lah
Pengguna Google,5,2026-05-17 07:06:12,semoga ada lagunya dangdut da 7 soalnya itu ada penggemar gue semoga juga ada lagu bagus bisa enak didengar di telinga dan tidak ada masalah apa pun juga amiiin semoga juga iklasnya gak terlalu banyak
Pengguna Google,5,2026-05-17 07:02:20,mantab lah pokoknya
Pengguna Google,1,2026-05-17 06:51:13,"gjls tb² keluar dri akun ku sendiri pas mau nyoba masuk notif nya ""ada kesalahan"" ""coba lagi"" udh ku hps instal lgi ttp sama. selain itu jga ni apk kebanyakan iklann ngemis iklann huuuu."
Pengguna Google,1,2026-05-17 06:47:02,Udah gak bisa di dengar Harus PAY TO HEAR playlist saya hilang semua gak ada lagu yang bisa di putar harus beli premium baru bisa didengar kocak emang kalo ada youtube
Pengguna Google,5,2026-05-17 06:41:17,bagus
Pengguna Google,3,2026-05-17 06:40:02,semuanya tuh bagus cuman yangga bagus tuh suka iklan pas musik jalan engga enak tau lain kali benerin
Pengguna Google,5,2026-05-17 06:36:14,saya download aplikasi Spotify ini untuk dengerin lagu pas lagi kerja waktu download lagu2 untuk di dengerin pas lagi offline kok enak waktu download nggak ada iklan nya
Pengguna Google,4,2026-05-17 06:34:27,"bagus, cuma banyak iklan. kalo mau gada iklan harus premium"
Pengguna Google,5,2026-05-17 06:26:58,saya menyukai Spotify yang menemani saya mendengar lagu
Pengguna Google,1,2026-05-17 06:26:24,"jelek , loading mulu , udah bolak balik apus masih aja gabisa"
Pengguna Google,5,2026-05-17 06:22:24,mantep bet njir bisa dengerin hindia anjay
Pengguna Google,4,2026-05-17 06:15:35,"bagus, tpi belakangan ini gabisa dibuka, kaya ngestuck di bagian layar doang, gaada tampilan musik, playlist, atau podcast, gaada samsek cuma layar hitam doang dan lama banget. Udh ditungguin lama masih aja kaya gitu tolong deh ini gmn, masalahnya udh berhari² kaya gitu kalau masalah jaringan , jaringan gw bagus jdi gada masalah, layar udh dipencet pencet tetep aja gabisa"
Pengguna Google,1,2026-05-17 06:09:29,"Milih lagu sendiri aja perlu premium.Putar lagu diplaylist yang dibikin sendiri aja lagunya tiba2 keluar dari playlist,terus buat apa bikin playlist kalo lagu yang ada diplaylist aja ga keputar!? percuma bikin playlist udah mah dishuffle tiba2 keluar dari playlist lagi PERCUMA.Dengerin 1 lagu iklannya 3/4,dikit2 premium,lagi dengerin gendre 1 tiba2 ganti kegendre 2 ngerusak mood dengerin musik aja,PERCUMA BIKIN PLAYLIST,BUAT APA COBA TUH PLAYLIST????????????????????????????????????????!?!?!!?!?!"
Pengguna Google,2,2026-05-17 06:07:05,"yang bener aja, 3 iklan? , kocak sekali admin spotify, kami juga player gratisan juga mau tanpa iklan, gaharus ada fitur premium loh, pls lah"
Pengguna Google,4,2026-05-17 06:05:56,"kurangin iklan nya kadang iklan nya ada 4 jadi keganggu saya, kalau iklan nya ada 1 atau 2 masih bisa dimaklumi"
Pengguna Google,5,2026-05-17 05:58:03,bagus👍
Pengguna Google,1,2026-05-17 05:53:43,knp ya spotify saya gabisa? selalu ada tulisan coba lagi. mmg gjls skli ini
Pengguna Google,3,2026-05-17 05:50:45,"kalo pas iklan volumenya jadi kwnceng bgt, bikin kaget mulu kalo pas kesambung speaker bluetooth"
Pengguna Google,4,2026-05-17 05:47:45,"Untuk musik bagus dan cukup lengkap, premium nya lumayan lah harganya bagi saya👍🏻"
Pengguna Google,1,2026-05-17 05:42:09,aplikasi tolol
Pengguna Google,5,2026-05-17 05:41:18,hapus iklan diwaktu putar musik
Pengguna Google,1,2026-05-17 05:35:35,"banyak yg harus premium, padahal dulu bebas"
Pengguna Google,3,2026-05-17 05:34:42,"“Saya cukup kecewa karena sering mengalami kendala pada akun Spotify. Tiba-tiba akun bermasalah dan akhirnya tidak bisa digunakan kembali. Setelah pindah ke akun baru pun, selang beberapa hari kemudian muncul masalah yang sama seperti akun sebelumnya. Hal ini cukup mengganggu karena saya sangat suka mendengarkan musik melalui Spotify untuk aktivitas sehari-hari. Semoga pihak Spotify bisa segera memperbaiki masalah ini agar pengguna dapat menikmati layanan dengan nyaman kembali."
Pengguna Google,5,2026-05-17 05:33:01,Spotify adalah aplikasi music yang sangat sangat praktis dan lagu nya pun lengkap
Pengguna Google,3,2026-05-17 05:23:05,iklannya bisa lebih kreatif ga? bosen bngt itu-itu mulu. trs kek kebanyakan gasi 4 iklan di setiap 2 lagu bejir.
Pengguna Google,5,2026-05-17 05:19:54,daf lagunya komplit memang Spotify paling terbaik 😁
Pengguna Google,5,2026-05-17 05:19:08,bagus
Pengguna Google,5,2026-05-17 05:15:00,oke...mantab👍
Pengguna Google,5,2026-05-17 05:10:42,menurut ku bagus bisa untuk bermain ff atau roblox atau yang lain sebagai nya dan disitu lagu nya bagus bagus banget dan ada kekurangan kadang suka ngeleg yaudah peringatan ku segini dulu ya🙏
Pengguna Google,5,2026-05-17 05:03:32,"musik full hd,.i ve enjoyed it much"
Pengguna Google,5,2026-05-17 04:53:38,tolong iklan nya kurangi
Pengguna Google,5,2026-05-17 04:51:38,"bagus,,, tapi lebih baik tidak ada pembayaran"
Pengguna Google,1,2026-05-17 04:51:12,kikir bgt jink
Pengguna Google,5,2026-05-17 04:49:04,sangat pendek dan malam hari yang sama
Pengguna Google,5,2026-05-17 04:49:02,Spotify itu tuh Asikkk BGTTT Sumpil!! I really like it !!
Pengguna Google,5,2026-05-17 04:48:28,enakennnn
Pengguna Google,1,2026-05-17 04:48:25,"langganan platinum malah ga bisa nambah akun, nyangkut di popup ""tidak dapat terhubung"" terus 👍😁"
Pengguna Google,5,2026-05-17 04:34:33,semuanya lagu ada jadi ga bosen gw kasih reting bintang 5
Pengguna Google,4,2026-05-17 04:27:42,"iklannya bnyk bgt woif egk ngotak🤬🤬, kurangin laj wahai spotinyet😅😆🤣😍💜💜"
Pengguna Google,3,2026-05-17 04:26:57,byk iklan..
Pengguna Google,2,2026-05-17 04:25:23,kode verifikasi nya ga pernah di kirim padahal nomor telepony udah bener
Pengguna Google,3,2026-05-17 04:21:50,"minn, ini gimana, semenjak update trs beberapa hari kemudian akun utama Spotify aku semua musiknya jadi ilang, ga bisa pencet lagu atau dengerin lagu, playlist aku yg isinya udh 600+ lagu tiba tiba sisa 9 doang, aku udh lakuin segala cara tetep ga bisa, selalu ada tulisan ""ada yg salah"" ""coba lagi"", dll, sedangkan pas aku daftar pake akun lama, bisa bisa aja kayak Spotify pada umumnya, tolong dong min ini gimana"
Pengguna Google,5,2026-05-17 04:19:18,good
Pengguna Google,5,2026-05-17 04:19:11,butuh yang perimium tapi aku masih student
Pengguna Google,3,2026-05-17 04:18:10,tolong perbaiki suka tiba tiba gabisa dibuka apk nya
Pengguna Google,1,2026-05-17 04:17:58,"males banget ini bug apa gmn Krn aku keseringan muter musik ,kok ga bisa di buka Mala muncul hitam Mulu"
Pengguna Google,5,2026-05-17 04:14:06,good job
Pengguna Google,5,2026-05-17 04:13:09,BAIK...
Pengguna Google,5,2026-05-17 03:58:08,"BAGUS BANGETTT IHHHH, SEMANGAT YAAAA"
Pengguna Google,5,2026-05-17 03:58:00,"spotify kok lagu kekasih yg tak di anggap hilang, padahal bagus lho, berasa megang deat note loh😹😹"
Pengguna Google,5,2026-05-17 03:57:50,Apapun lagunya dapat kamu temukan disini
Pengguna Google,5,2026-05-17 03:53:10,bagus
Pengguna Google,5,2026-05-17 03:51:49,cocok buat nenangin diri
Pengguna Google,4,2026-05-17 03:48:48,stabil
Pengguna Google,5,2026-05-17 03:48:22,baik
Pengguna Google,5,2026-05-17 03:42:38,aku sama spotifycares lagu lagunya bangus
Pengguna Google,5,2026-05-17 03:22:48,lama intalnya
Pengguna Google,5,2026-05-17 03:14:56,Bagus
Pengguna Google,5,2026-05-17 03:09:59,aku udah download ini seru bgt aku suka
Pengguna Google,5,2026-05-17 03:07:13,baut main ff jadi pro
Pengguna Google,2,2026-05-17 03:06:54,"min, kurangin iklannya pliss baru ngedengerin 1 lagu iklannya 4🥰🥰"
Pengguna Google,5,2026-05-17 02:51:46,very good luck
Pengguna Google,5,2026-05-17 02:40:52,.... no. comment
Pengguna Google,5,2026-05-17 02:40:01,mantap
Pengguna Google,5,2026-05-17 02:37:35,suka banget dgn spotify nya selalu berusaha update lagu terbaru dgn cepat
Pengguna Google,5,2026-05-17 02:36:57,pilhan list yg bagus.. sesuai selera pendengar
Pengguna Google,5,2026-05-17 02:30:45,"sangat enak diperjalanan, tapi banyak iklannya"
Pengguna Google,5,2026-05-17 02:28:44,sangat menarik menghibur
Pengguna Google,5,2026-05-17 02:24:46,top
Pengguna Google,1,2026-05-17 02:22:26,sering eror aplikasi tdk bisa terbuka
Pengguna Google,5,2026-05-17 02:21:26,nice
Pengguna Google,5,2026-05-17 02:07:09,aku suka mendengarkan terus
Pengguna Google,1,2026-05-17 02:06:26,sering sekali nggak bisa putar musiknya sekarang
Pengguna Google,5,2026-05-17 01:51:50,"min tolong saya kan mau denger lagu tapi tiba""ada tulisan coba lagi,udh saya pencet tapi tetap nggak bisa padahal jaringan wifi saya bagus terus juga itu muncul abis update"
Pengguna Google,5,2026-05-17 01:51:28,sangat menghibur
Pengguna Google,5,2026-05-17 01:45:44,best
Pengguna Google,5,2026-05-17 01:43:12,enak lebih mudah semoga fiturnya gratis ya
Pengguna Google,2,2026-05-17 01:38:15,apk gaje
Pengguna Google,4,2026-05-17 01:37:01,sangat berguna
Pengguna Google,5,2026-05-17 01:36:45,sempetin Dateng ke sini buat kasih rating karena udah ga harus premium buat denger lagu yang mau di denger bintang 5 🗿☕
Pengguna Google,1,2026-05-17 01:29:23,baru aja buka musik 2× udah iklan 1m 30dtk
Pengguna Google,5,2026-05-17 01:27:21,sangat baik
Pengguna Google,5,2026-05-17 01:15:13,Sangat membantu.
Pengguna Google,5,2026-05-17 01:12:18,👌
Pengguna Google,5,2026-05-17 01:11:44,"Lengkap koleksi lagu2nya,cuma lirik kadang kurang lengkap database nya, thanks.."
Pengguna Google,5,2026-05-17 01:05:26,"mantapppp, lebih berwarna hidup gua"
Pengguna Google,5,2026-05-17 01:04:12,sangat bagus
Pengguna Google,5,2026-05-17 01:03:56,bagus banget kualitas lagu jernih tapi sayang kalo ga ada premium ada batas milih lagunya
Pengguna Google,5,2026-05-17 01:01:19,bagus bgt cman kekurangan nya kebanyakan iklan engga2 bercanda
Pengguna Google,1,2026-05-17 00:48:25,"banyak iklan banget kocak, dikit² error"
Pengguna Google,5,2026-05-17 00:47:14,bagus
Pengguna Google,4,2026-05-17 00:46:27,d best
Pengguna Google,5,2026-05-17 00:40:43,"cocok banget buat bepergian, liburan, pokoknya joss lah"
Pengguna Google,1,2026-05-17 00:39:18,ADUH BANYAK BUG+APP KIKIR
Pengguna Google,5,2026-05-17 00:38:15,Karena lagu nya bagus semua
Pengguna Google,1,2026-05-17 00:35:44,"Bagus apl nya iklannya pun aku g masalah, cuma sekarang kenapa aku kena bug dimana ga bisa denger lagu? cover lagu semuanya Poto abu trs ada logo melodi di sana kyk file hilang gitu, kalau play lagu bakal ke-skip kelempar² ke kagu lain terus menerus, terus kalau refresh malah album yang aku simpen pada hilang, Poto aplikasinya pun harusnya kan Spotify hijau ada garis 3, kalo ini ada garis 3 tapi ijo nya kayak ijo glitch ancur gitu, ini tolong dong gimana atasi bug nya 🙏"
Pengguna Google,1,2026-05-17 00:32:42,🗿
Pengguna Google,3,2026-05-17 00:30:15,sebenar nya tu bagus tapi ga tau knp pas mau nyalain lagu lagu nya tu hilang semua mulai dari yang favorit ku itu hilang ga tau knp juga perbaiki lagi dong aku juga susah nyari lagu favorit ku
Pengguna Google,4,2026-05-17 00:29:48,"kadang suka kaya tiba tiba iklan, terus kadang tidak bisa diputar lagunya padahal ada di spotify"
Pengguna Google,5,2026-05-17 00:18:45,"aplikasi ini bagus, bisa menangin diri denger lagunya"
Pengguna Google,1,2026-05-17 00:15:56,aplikasi jelek banyak bug
Pengguna Google,5,2026-05-17 00:09:16,cool
Pengguna Google,3,2026-05-17 00:08:10,sekarang Spotify bnyak iklan ish baru 2 lagu langsung iklan 😌
Pengguna Google,5,2026-05-17 00:03:55,mantap sekali tidak ada jeda
Pengguna Google,5,2026-05-17 00:02:30,menyenangkan
Pengguna Google,1,2026-05-16 23:16:27,apa apa harus premium
Pengguna Google,4,2026-05-16 23:02:02,"Paket premium beli,paket yang kalian cantumkan mampu kebeli,cuma fitur daftar musik yang didownload/mode offline lu taruh dimana??fitur berguna begitu aja lu buang,heran suka sekali buat manusia susah lu"
Pengguna Google,5,2026-05-16 22:42:38,"keren, suka dg aplikasinya, koleksi laginya lengkap"
Pengguna Google,5,2026-05-16 22:24:20,free lah
Pengguna Google,1,2026-05-16 22:01:21,apk bangsat
Pengguna Google,5,2026-05-16 21:28:31,lumayan
Pengguna Google,5,2026-05-16 20:56:36,Oke play list nya
Pengguna Google,4,2026-05-16 20:22:19,app yg bagus cuma kadang ada bug aja kalok mau buka app malah cuma stak di logo jadi harus di download ulang baru bisa masuk ke appnya
Pengguna Google,5,2026-05-16 20:20:21,lumayan lah
Pengguna Google,5,2026-05-16 20:19:28,sangat bagus
Pengguna Google,1,2026-05-16 20:16:12,woy jangan kikir kikir
Pengguna Google,5,2026-05-16 19:44:40,sangat menyenangkan sekali apk ini
Pengguna Google,1,2026-05-16 19:38:04,GAK BISA DIPAKE
Pengguna Google,2,2026-05-16 19:27:29,kebanyakan iklan.
Pengguna Google,1,2026-05-16 19:21:34,hbis update rusak jirr gabisa
Pengguna Google,1,2026-05-16 19:19:11,"kenapa ya, suka banget nge bug atau apa saya kurang faham, gabisa di denger lagu dan pas di hapua download dan udh login akun. malah ada tulisan ada kesalahan, cona lgi. dan gitu terus udh 5x lebih dalam 2minggu ini. tolong dengarkan suara saya baca lah kritik dan saran saya. karna saya mau denger lagu kesusahan biasanya seru"
Pengguna Google,4,2026-05-16 18:59:58,kurangi iklan
Pengguna Google,5,2026-05-16 18:44:16,bagus bagus lagu nya👍👍
Pengguna Google,5,2026-05-16 18:07:36,bagus sekali
Pengguna Google,5,2026-05-16 17:59:18,nice
Pengguna Google,5,2026-05-16 17:57:13,enaken
Pengguna Google,1,2026-05-16 17:54:50,apk p2w
Pengguna Google,5,2026-05-16 17:51:31,bagus
Pengguna Google,5,2026-05-16 17:50:53,tolong premium nya di turunin harganya
Pengguna Google,1,2026-05-16 17:36:07,sering gabisa akhir² ini gatau kenapa
Pengguna Google,3,2026-05-16 17:35:19,kalo ngga primium lagunya cuma bisa di putar 3ajah😭
Pengguna Google,1,2026-05-16 17:25:44,banyak bug sinyal lancar tapi di Spotify tertera tulisan tidak ada koneksi internet. harap di perbaiki
Pengguna Google,2,2026-05-16 17:05:44,kebanyakan iklan nya
Pengguna Google,2,2026-05-16 17:01:38,"tiba tiba playlist ilang semua aplikasi gabisa di buka selalu ada tulisan ""ada yang salah silahkan coba lagi"" udah di coba tetep masih sama udah hapus cache udah coba uninstall dan instal lagi masih tetap sama udah restart juga masih tetep sama:)"
Pengguna Google,1,2026-05-16 16:58:46,maaf kak kami sayang umat Islam sedunia
Pengguna Google,1,2026-05-16 16:55:06,"perangkat nest mini saya hilang dari list, benar2 menyebalkan"
Pengguna Google,1,2026-05-16 16:51:15,"bagus si,tapi maksa banget,ga rekomended banget"
Pengguna Google,5,2026-05-16 16:50:28,cakep saya suka aplikasi ini!
Pengguna Google,1,2026-05-16 16:47:13,Kikir😹
Pengguna Google,5,2026-05-16 16:47:01,mantap
Pengguna Google,1,2026-05-16 16:43:35,jlk jir jdi lag trs lagu kesukaan tb tb ilang semua
Pengguna Google,5,2026-05-16 16:22:20,bagus
Pengguna Google,5,2026-05-16 16:21:40,gratis bisa banget
Pengguna Google,5,2026-05-16 16:14:02,bagus si tpi kurangi iklanny
Pengguna Google,5,2026-05-16 16:12:51,Spotify:Music
Pengguna Google,5,2026-05-16 16:05:39,tidak bisa masuk
Pengguna Google,5,2026-05-16 16:04:22,spotify memang yang terbaik lagunya enak banget di dengar lagu yang enak bagi ku adalah (sesuatu di Jogja)
Pengguna Google,1,2026-05-16 16:03:14,"makin lama iklan makjn ga ngotak. Masa baru 2 lagu iklannya udh 5, pdhl dulu cumn 2. Beranak kah?"
Pengguna Google,5,2026-05-16 16:03:11,"suka bamget sama spoty, ga ribet. membantu banget, semenjak ada spoty ga males lagi buat nyari vd wkwk"
Pengguna Google,5,2026-05-16 15:55:25,music Yan bagus benget
Pengguna Google,5,2026-05-16 15:55:01,bagus
Pengguna Google,5,2026-05-16 15:44:15,ok
Pengguna Google,5,2026-05-16 15:43:03,bagussss lagu nya 👍👍
Pengguna Google,1,2026-05-16 15:41:00,"agak kecewa sekarang banyak iklan nya apalagi milih lagu juga dibatasi,tolong dong balikin kayak dulu lagi gapapa iklan tapi jangan dibatasi pilihan lagunya"
Pengguna Google,2,2026-05-16 15:38:54,"kenapa skrg"" Spotify gabisa di putar lagunya? apa aku doang ya?, setiap pagi dengerin nnti malem mau dengerin lgi pasti gabisa langsng di stel, kdg tuh ke stel cmn 1 detik nnti pindah lagi, ada yg punya solusi ga? jdi aku stiap ngerjain tugas harus uninstal Spotify dulu"
Pengguna Google,1,2026-05-16 15:37:07,"errror Mulu, aneh"
Pengguna Google,1,2026-05-16 15:29:06,kayaknya bintang 1 aja GK layak untuk aplikasi ini
Pengguna Google,1,2026-05-16 15:24:14,ERROR TERUS WOI
Pengguna Google,5,2026-05-16 15:22:19,bagus
Pengguna Google,1,2026-05-16 15:21:19,sekarang tdk bisa memilih lagu sendiri dan harus premium dulu
Pengguna Google,5,2026-05-16 15:10:28,"sangat cocok untuk aku yg hidupnya harus dengan lagu,makasih spotify udh selalu ada buat nemenin hidupku yg sepi ini🥲"
Pengguna Google,1,2026-05-16 15:09:29,IKLAN MULU ANJ
Pengguna Google,5,2026-05-16 15:02:25,lagunya bagus semua dan lengkap
Pengguna Google,5,2026-05-16 14:58:46,bagus banget
Pengguna Google,1,2026-05-16 14:58:44,sekarang banyak banget iklannya jadi gak nyaman banget
Pengguna Google,1,2026-05-16 14:53:14,boikot
Pengguna Google,5,2026-05-16 14:44:53,bagus
Pengguna Google,3,2026-05-16 14:42:43,iklannya kurang-kuranggin lah
Pengguna Google,1,2026-05-16 14:40:09,"kecewa Sama apk nya aku udh beli akun premium saldoku juga udh berkurang tapi di apk nya masih blm premium, kecewa banget si mana udh bayar buat premium tapi malah gk di apk nya"
Pengguna Google,5,2026-05-16 14:39:25,enak banget buat yg kesepian
Pengguna Google,3,2026-05-16 14:34:47,"biasa aja,banyak iklan pro 1sr43l MB nya juga besar"
Pengguna Google,1,2026-05-16 14:31:45,BOIKOTT!!
Pengguna Google,1,2026-05-16 14:30:46,"baru juga 2 lagu langsung iklan tA1, makin kikir biji sakar"
Pengguna Google,5,2026-05-16 14:23:52,enak
Pengguna Google,5,2026-05-16 14:23:13,saya beri bintang lima walaupun banyak iklan nya tapi tolong apakah iklan nya bisa di dikit kan?
Pengguna Google,5,2026-05-16 14:18:28,bagi saya mendengar kan lagu disini bagus dan gratis tapi bagi yang ga premium ya siap siap aja pas galau tiba tiba ada iklan😂untung saya dapat uji coba yang premium bagus sih enak dengerin lagu ga dapat iklan dan sepuasnya mendengar kan musiknya keren deh aplikasi👍
Pengguna Google,4,2026-05-16 14:15:30,iklan malah nambah jirr
Pengguna Google,5,2026-05-16 14:11:11,Bagus banget untuk dengerin lagu galau gitu
Pengguna Google,2,2026-05-16 14:06:50,ga bisa kebuka jir full hitam
Pengguna Google,1,2026-05-16 13:53:25,suka eror
Pengguna Google,1,2026-05-16 13:51:12,Ini kenapa sekarang gak bisa di buka spotify saya ini
Pengguna Google,4,2026-05-16 13:41:37,"bagus si... tapi iklannya ngeselin, lagi asik dengerin lagu tiba tiba iklan☹"
Pengguna Google,1,2026-05-16 13:39:33,"sering error, iklan makin lama makin banyak, optimalisasi ampas"
Pengguna Google,5,2026-05-16 13:37:56,sangat cocok
Pengguna Google,5,2026-05-16 13:32:31,bagus banget lagu nya aku suka😘🫶
Pengguna Google,3,2026-05-16 13:28:58,mantap bang
Pengguna Google,1,2026-05-16 13:26:56,kikir
Pengguna Google,1,2026-05-16 13:21:33,aplikasi ini jadi bayar padahal dulu ngga
Pengguna Google,5,2026-05-16 13:20:54,lucu buatt tidurr jadi nyenyakk i love spoottyfie
Pengguna Google,5,2026-05-16 13:15:36,suka bngt
Pengguna Google,5,2026-05-16 13:12:51,👍🏼
Pengguna Google,5,2026-05-16 13:10:08,bagus banget lagunya bikin tidur
Pengguna Google,4,2026-05-16 13:09:22,"playlist random gua jadii dj angkot aelah, padahal cm play dj angkot 1x ehh malah keterusan auto play dari spotify nya 😭"
Pengguna Google,5,2026-05-16 13:08:03,cukup baik
Pengguna Google,5,2026-05-16 13:02:51,ouohhh.. ouhhhh... ooouhhhh... you loves like me i know you care its like we Naver well i better you are my heart you are my mind and we never a ever be a part idk what next lyrics😭🇺🇸🇺🇸🇺🇸
Pengguna Google,5,2026-05-16 12:58:34,apk ini bagus sngat populer
Pengguna Google,5,2026-05-16 12:57:44,bagus tapi sayang ada iklan nya
Pengguna Google,1,2026-05-16 12:54:01,apalahh klo ga premium ga bisa nentuin lagu yang mau diputer
Pengguna Google,5,2026-05-16 12:53:42,"ya,good."
Pengguna Google,1,2026-05-16 12:52:42,app jelek
Pengguna Google,5,2026-05-16 12:51:43,y bgs mengisi masa' gamon trs skrg udh balikn
Pengguna Google,3,2026-05-16 12:51:28,"spotify kok bug gni ya, padahal sinyal bagus, kok eror? tolong di betul kan min"
Pengguna Google,4,2026-05-16 12:50:34,Sangat baguss aplikasi music terlengkap pokonya puas bangat sama spotify
Pengguna Google,5,2026-05-16 12:46:53,bagus banget
Pengguna Google,5,2026-05-16 12:42:54,bagus banget
Pengguna Google,3,2026-05-16 12:42:42,banyak iklan dan apa apa harus premium
Pengguna Google,3,2026-05-16 12:36:30,iklannya banyak banget
Pengguna Google,5,2026-05-16 12:34:42,Mantabzzzz
Pengguna Google,1,2026-05-16 12:34:30,terlalu banyak iklan 👎
Pengguna Google,2,2026-05-16 12:32:48,"ini banyak banget iklannya, masa baru 1/4 lagu langsung iklan?, mana iklan nya kadang 2/4 iklan, tolong dong kurangin iklannya."
Pengguna Google,3,2026-05-16 12:32:37,knpa hanya premium yang bisa offline
Pengguna Google,1,2026-05-16 12:24:07,minimal iklan ada 2 lah jangan 4 iklan atau GK 1 iklan 30 detik
Pengguna Google,5,2026-05-16 12:19:41,saya bingung mau bilang apa intinya Spotify bagus banget dah
Pengguna Google,5,2026-05-16 12:18:41,baguss keren dll
Pengguna Google,5,2026-05-16 12:09:23,bagus sekali
Pengguna Google,5,2026-05-16 12:09:06,SPOTIFY aplikasi musik terbaik sampai saat ini
Pengguna Google,5,2026-05-16 12:05:36,sangat puas dan menikmati lagu yang lengkap
Pengguna Google,2,2026-05-16 11:58:03,kebanyakan iklan kalo milih lagu ada batas nya
Pengguna Google,5,2026-05-16 11:56:52,bagud
Pengguna Google,5,2026-05-16 11:56:02,"lagu nya lengkap,dan gak ngebosenin bangettt"
Pengguna Google,5,2026-05-16 11:55:26,mantap
Pengguna Google,2,2026-05-16 11:55:06,"jangan ada batas lagu dong. gw lgi nyari lagu masa tiba-tiba disuruh besok, gk guna bgt fitur itu. pls benerin satu ini aja."
Pengguna Google,4,2026-05-16 11:53:41,yg ga premium iklannya banyak
Pengguna Google,5,2026-05-16 11:51:13,ok
Pengguna Google,5,2026-05-16 11:45:02,bagus tapi lumayan ada iklannya tapi aku tetep suka
Pengguna Google,5,2026-05-16 11:43:40,SERUU NYAA NOO MAINNN KLO GABUT TINGGAL KE SPOTIFY KLO GA TAU JUDUL TINGGAL KETIK LIRIK AJA
Pengguna Google,5,2026-05-16 11:43:30,Spotify bagus bgt kalau lagi belajar dan ngapain bisa dengerin lagu gratiss
Pengguna Google,1,2026-05-16 11:34:08,"jelek, iklan terus. disuruh premium. jelek."
Pengguna Google,3,2026-05-16 11:33:09,"sebelum nya bagus bagus aja, cuma baru baru ini tiba tiba gabisa buka kayak gaada kouta, padahal kouta banyak wifi juga tapi tetep gabisa, udah di hapus data juga gabisa, kirain semuanya gitu, pas saya cek di hp temen saya ternyata engga cuma saya aja, tolong di perbaiki bug nya🙏"
Pengguna Google,5,2026-05-16 11:30:09,seru untuk di dengar
Pengguna Google,1,2026-05-16 11:16:47,"""Kecewa"", sekarang jadi banyak batasan bagi aplikasi yang gratis, yang sebelumnya bisa pilih lagu sesuai keinginan sekarang ga bisa harus premium, terus banyak iklan lagi,kadang baru 3 kali putar lagu udah muncul iklan yang durasinya bisa sampe 30 detik, iklannya 3 lagi, bagusan app yang dulu, semoga kedepannya memerhatikan pendengar karena tidak semuanya mampu membeli premium, makasih"
Pengguna Google,1,2026-05-16 11:13:47,kikir
Pengguna Google,1,2026-05-16 11:12:38,kikir
Pengguna Google,5,2026-05-16 10:56:31,bagus bgt dan banyak lagu fav yg enak di dengar
Pengguna Google,3,2026-05-16 10:51:57,dikit-dikit iklan dikit-dikit harus premium
Pengguna Google,1,2026-05-16 10:45:17,MASA NYETEL ULANG HARUS PREMIUM
Pengguna Google,1,2026-05-16 10:28:30,"di update makin gaa beres mati mati sendiri lagunya cmnnya kluar dari apk mati gaa kyk dulu kluar apk Masi enk ni skarang kyk plerr udh laa apknya kikir kali ""klok bisa iklanya nyampe 100 biar nyaman dengerin iklan"""
Pengguna Google,5,2026-05-16 10:27:20,Bagus
Pengguna Google,4,2026-05-16 10:24:20,"I like this music app, it's very easy to find the songs I want. it's just that there are so many ads. 3-4 is too much, 1-2 is enough"
Pengguna Google,1,2026-05-16 10:19:25,iklan nya dikurangin bisa ga sih aku capek nunggu nya tuh!!!
Pengguna Google,3,2026-05-16 10:18:51,"iklan 1 dari 4, tp iklanya sama dari sportify sendiri, kl yg tidak biasa lihat model seperti saya pasti dibilang aneh. jd emang sengaja dibuat iklan panjang bukan iklan produk pengiklan..."
